"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify Continue button remains disabled when monthly salary entered is less than 4 digits.","63930","SF_029 - Verify Continue button is disabled when monthly salary has less than 4 digits","Capital Now - Registration Suite Exclusions","2026-09-01","passed","2026-09-01","org.capital.now.mobile.test.Registration.SalariedFlow.ProfessionalInformationFieldsTest","Registration Package Execution-0","org.capital.now.mobile.test.Registration.SalariedFlow.ProfessionalInformationFieldsTest","verifyContinueButtonDisabledForSalaryLessThanFourDigits"
"","710","SMK_003 - Verify personal info page and resume flow from pending state","Default Suite","2026-09-01","skipped","2026-09-01","org.capital.now.mobile.test.SmokeSuite.NewUserFlowTest","capitalNow-0","org.capital.now.mobile.test.SmokeSuite.NewUserFlowTest","test03_PersonalInformation"
"Verify user can type a designation keyword, view matching results and successfully select a designation from the search results.","18022","SF_031 - Verify user can search and select designation successfully","Capital Now - Registration Suite Exclusions","2026-09-01","passed","2026-09-01","org.capital.now.mobile.test.Registration.SalariedFlow.ProfessionalInformationFieldsTest","Registration Package Execution-0","org.capital.now.mobile.test.Registration.SalariedFlow.ProfessionalInformationFieldsTest","verifyUserCanSearchAndSelectDesignation"
"Verify Continue button remains disabled when alphabets, special characters or mixed invalid values are entered in monthly salary field.","52527","SF_030 - Verify Continue CTA remains disabled when Monthly Salary field contains alphabets or invalid special characters","Capital Now - Registration Suite Exclusions","2026-09-01","passed","2026-09-01","org.capital.now.mobile.test.Registration.SalariedFlow.ProfessionalInformationFieldsTest","Registration Package Execution-0","org.capital.now.mobile.test.Registration.SalariedFlow.ProfessionalInformationFieldsTest","verifyContinueButtonDisabledForInvalidSalaryCharacters"
"","39569","CIBIL_011 - Verify user can upload up to three supported documents using the Add More option and cannot upload more than three documents","Capital Now Mobile Test Suite","2026-08-20","passed","2026-08-20","org.capital.now.mobile.test.ExistingUserFlow.RaiseCIBILDisputeTest","Execution on Android Device (Device 2)","org.capital.now.mobile.test.ExistingUserFlow.RaiseCIBILDisputeTest","verifyUserCanUploadMaximumThreeSupportDocuments"
"","0","homePagedisplayed","Capital Now - Registration Suite Exclusions","2026-09-01","failed","2026-09-01","org.capital.now.mobile.test.Registration.SalariedFlow.ProfessionalInformationFieldsTest","Registration Package Execution-0","org.capital.now.mobile.test.Registration.SalariedFlow.ProfessionalInformationFieldsTest","homePagedisplayed"
"For each Query category, verify that opening the Sub Query dropdown displays only the relevant sub-query options and no options from other query categories are shown.","225508","CU_004 - Verify Sub Query options are dynamically updated based on selected Query and only relevant options are displayed","Capital Now Mobile Test Suite","2026-08-24","passed","2026-08-24","org.capital.now.mobile.test.Support.ContactUsTest","Execution on Android Device (Device 1)","org.capital.now.mobile.test.Support.ContactUsTest","CU_004_verifySubQueryOptionsDynamicallyUpdatedBasedOnSelectedQuery"
"Verify applying a valid promo code displays the Offer Amount and correctly recalculates the Disbursal Amount for both eligible withdrawal options.","1732","WD_026 - Verify valid promo code is applied and Disbursal Amount is recalculated correctly","Default Suite","2026-08-17","skipped","2026-08-17","org.capital.now.mobile.test.VerificationSteps.WithdrawTest","capitalNow-0","org.capital.now.mobile.test.VerificationSteps.WithdrawTest","verifyValidPromoCodeUpdatesLoanSummaryCorrectly"
"","0","pushContactUsTestFilesToDevice","Surefire suite","2026-08-27","broken","2026-08-27","org.capital.now.mobile.test.Support.ContactUsTest","Surefire test","org.capital.now.mobile.test.Support.ContactUsTest","pushContactUsTestFilesToDevice"
"","33028","Verify increasing and decreasing gift card quantity updates the Amount to Pay consistently with the selected quantity across multiple steps.","Default Suite","2026-09-01","passed","2026-09-01","org.capital.now.mobile.test.Support.GiftCardsTest","capitalNow-0","org.capital.now.mobile.test.Support.GiftCardsTest","verifyAmountToPayConsistentAcrossQuantityChanges"
"Verify that the Loan Type dropdown displays available loan type options and allows the user to select a valid loan type.","12882","CIBIL_002 - Verify Loan Type dropdown is displayed and user can select a valid loan type","Capital Now Mobile Test Suite","2026-08-19","broken","2026-08-19","org.capital.now.mobile.test.ExistingUserFlow.RaiseCIBILDisputeTest","Execution on Android Device (Device 2)","org.capital.now.mobile.test.ExistingUserFlow.RaiseCIBILDisputeTest","verifyLoanTypeDropdownDisplaysAndAllowsSelection"
"","1","navigateToGiftCardsPage","Capital Now Mobile Test Suite","2026-08-31","failed","2026-08-31","org.capital.now.mobile.test.Support.GiftCardsTest","Execution on Android Device (Device 1)","org.capital.now.mobile.test.Support.GiftCardsTest","navigateToGiftCardsPage"
"Verify Continue button remains disabled when alphabets, special characters or mixed invalid values are entered in office pincode field.","52846","SF_035 - Verify Office Pincode field does not accept alphabets or special characters","Capital Now - Registration Suite Exclusions","2026-09-01","passed","2026-09-01","org.capital.now.mobile.test.Registration.SalariedFlow.ProfessionalInformationFieldsTest","Registration Package Execution-0","org.capital.now.mobile.test.Registration.SalariedFlow.ProfessionalInformationFieldsTest","SF_035_verifyOfficePincodeDoesNotAcceptInvalidCharacters"
"","1273","SMK_002 - Verify PAN registration step","Default Suite","2026-09-01","skipped","2026-09-01","org.capital.now.mobile.test.SmokeSuite.NewUserFlowTest","capitalNow-0","org.capital.now.mobile.test.SmokeSuite.NewUserFlowTest","test02_PanRegistration"
"Verify Continue button remains disabled when alphabets, special characters or mixed invalid values are entered in office pincode field.","58651","SF_035 - Verify Office Pincode field does not accept alphabets or special characters","Capital Now - Registration Suite Exclusions","2026-09-01","passed","2026-09-01","org.capital.now.mobile.test.Registration.SalariedFlow.ProfessionalInformationFieldsTest","Registration Package Execution-0","org.capital.now.mobile.test.Registration.SalariedFlow.ProfessionalInformationFieldsTest","SF_035_verifyOfficePincodeDoesNotAcceptInvalidCharacters"
"Verify user can open DOB picker and successfully select a valid date of birth.","66626","SF_007 - Verify DOB calendar opens and user can select DOB successfully","Capital Now - Registration Suite Exclusions","2026-09-01","passed","2026-09-01","org.capital.now.mobile.test.Registration.SalariedFlow.PersonalInformationFieldsTest","Registration Package Execution-0","org.capital.now.mobile.test.Registration.SalariedFlow.PersonalInformationFieldsTest","SF_007_verifyUserCanSelectDOBSuccessfully"
"Verify Direct Bank, Cash and Cheque salary modes are displayed and user can select each option successfully.","52615","SF_032 - Verify Mode of Salary options are displayed and selectable successfully","Capital Now - Registration Suite Exclusions","2026-09-01","passed","2026-09-01","org.capital.now.mobile.test.Registration.SalariedFlow.ProfessionalInformationFieldsTest","Registration Package Execution-0","org.capital.now.mobile.test.Registration.SalariedFlow.ProfessionalInformationFieldsTest","verifySalaryModeOptionsDisplayedAndSelectable"
"","38765","SMK_004 - Verify professional details and experience step","Capital Now Mobile Test Suite","2026-08-24","passed","2026-08-24","org.capital.now.mobile.test.SmokeSuite.NewUserFlowTest","Execution on Android Device (Device 1)","org.capital.now.mobile.test.SmokeSuite.NewUserFlowTest","test04_ProfessionalDetails"
"Verify that the user can successfully upload supported PDF, PNG and JPG attachments from the Contact Us screen.","247651","CU_009 - Verify user can upload valid PDF, PNG and JPG attachments successfully","Capital Now Mobile Test Suite","2026-08-26","passed","2026-08-26","org.capital.now.mobile.test.Support.ContactUsTest","Execution on Android Device (Device 1)","org.capital.now.mobile.test.Support.ContactUsTest","CU_009_verifyUserCanUploadValidAttachments"
"Verify that the dispute details screen displays all expected fields — Status, Ticket ID, Loan ID, Raised Date, Reason for Dispute, Description and uploaded documents — with non-empty values.","5212","CIBIL_018 - Verify dispute details screen displays Status, Ticket ID, Loan ID, Raised Date, Reason for Dispute, Description and uploaded documents correctly","Capital Now Mobile Test Suite","2026-08-20","passed","2026-08-20","org.capital.now.mobile.test.ExistingUserFlow.RaiseCIBILDisputeTest","Execution on Android Device (Device 2)","org.capital.now.mobile.test.ExistingUserFlow.RaiseCIBILDisputeTest","verifyDisputeDetailsScreenDisplaysAllFieldsCorrectly"
"","891","Verify tapping Buy Now without adding/selecting a gift card does not initiate the purchase/payment flow.","Capital Now Mobile Test Suite","2026-08-31","passed","2026-08-31","org.capital.now.mobile.test.Support.GiftCardsTest","Execution on Android Device (Device 1)","org.capital.now.mobile.test.Support.GiftCardsTest","verifyBuyNowWithoutGiftCardDoesNotInitiatePurchase"
"Verify Select Query dropdown displays all expected categories — Payment Related, Profile Related, Technical Issues, General Queries and Cibil/Bureau Status.","226587","CU_003 - Verify Select Query dropdown displays all available query categories","Capital Now Mobile Test Suite","2026-08-21","broken","2026-08-21","org.capital.now.mobile.test.Support.ContactUsTest","Execution on Android Device (Device 2)","org.capital.now.mobile.test.Support.ContactUsTest","CU_003_verifyQueryDropdownDisplaysAllAvailableCategories"
"Verify Continue button is disabled when office pincode has less than 6 digits and field restricts input to maximum 6 digits.","64350","SF_035 - Verify Office Pincode field does not accept less than or more than 6 digits","Capital Now - Registration Suite Exclusions","2026-09-01","passed","2026-09-01","org.capital.now.mobile.test.Registration.SalariedFlow.ProfessionalInformationFieldsTest","Registration Package Execution-0","org.capital.now.mobile.test.Registration.SalariedFlow.ProfessionalInformationFieldsTest","verifyOfficePincodeFieldValidation"
"Verify Mode Of Work dropdown displays all available options and user can successfully select each option.","20024","SF_009 - Verify Mode of Work options (WFO/WFH) are displayed and selectable successfully","Capital Now - Registration Suite Exclusions","2026-09-01","passed","2026-09-01","org.capital.now.mobile.test.Registration.SalariedFlow.PersonalInformationFieldsTest","Registration Package Execution-0","org.capital.now.mobile.test.Registration.SalariedFlow.PersonalInformationFieldsTest","SF_009_verifyModeOfWorkOptions"
"","0","navigateToContactUsPage","Capital Now Mobile Test Suite","2026-08-21","failed","2026-08-21","org.capital.now.mobile.test.Support.ContactUsTest","Execution on Android Device (Device 2)","org.capital.now.mobile.test.Support.ContactUsTest","navigateToContactUsPage"
"Verify Continue button remains disabled when alphabets, special characters or mixed invalid values are entered in monthly salary field.","53489","SF_030 - Verify Continue CTA remains disabled when Monthly Salary field contains alphabets or invalid special characters","Capital Now - Registration Suite Exclusions","2026-09-01","passed","2026-09-01","org.capital.now.mobile.test.Registration.SalariedFlow.ProfessionalInformationFieldsTest","Registration Package Execution-0","org.capital.now.mobile.test.Registration.SalariedFlow.ProfessionalInformationFieldsTest","verifyContinueButtonDisabledForInvalidSalaryCharacters"
"","0","setup","Surefire suite","2026-08-27","broken","2026-08-27","org.capital.now.mobile.test.Support.ContactUsTest","Surefire test","org.capital.now.mobile.test.Support.ContactUsTest","setup"
"Verify Continue button remains disabled when alphabets, special characters or mixed invalid values are entered in permanent and present pincode fields.","117141","SF_014 - Verify Continue button is disabled when invalid characters are entered in pincode fields","Capital Now - Registration Suite Exclusions","2026-09-01","passed","2026-09-01","org.capital.now.mobile.test.Registration.SalariedFlow.PersonalInformationFieldsTest","Registration Package Execution-0","org.capital.now.mobile.test.Registration.SalariedFlow.PersonalInformationFieldsTest","SF_014_verifyContinueButtonDisabledForInvalidPincodeCharacters"
"","0","resetAppState","Capital Now Mobile Test Suite","2026-08-21","broken","2026-08-21","org.capital.now.mobile.test.ExistingUserFlow.RaiseCIBILDisputeTest","Execution on Android Device (Device 2)","org.capital.now.mobile.test.ExistingUserFlow.RaiseCIBILDisputeTest","resetAppState"
"","1153","SMK_007 - Verify congratulations and loan amount selection step","Default Suite","2026-09-01","skipped","2026-09-01","org.capital.now.mobile.test.SmokeSuite.NewUserFlowTest","capitalNow-0","org.capital.now.mobile.test.SmokeSuite.NewUserFlowTest","test07_LoanSelectionAndSubmission"
"Verify Continue button remains disabled when alphabets, special characters or mixed invalid values are entered in permanent and present pincode fields.","104037","SF_014 - Verify Continue button is disabled when invalid characters are entered in pincode fields","Capital Now - Registration Suite Exclusions","2026-09-01","passed","2026-09-01","org.capital.now.mobile.test.Registration.SalariedFlow.PersonalInformationFieldsTest","Registration Package Execution-0","org.capital.now.mobile.test.Registration.SalariedFlow.PersonalInformationFieldsTest","SF_014_verifyContinueButtonDisabledForInvalidPincodeCharacters"
"","817","SMK_006 - Verify alternate contact details step","Default Suite","2026-09-01","skipped","2026-09-01","org.capital.now.mobile.test.SmokeSuite.NewUserFlowTest","capitalNow-0","org.capital.now.mobile.test.SmokeSuite.NewUserFlowTest","test06_AlternateDetails"
"","0","pushTestFilesToDevice","Capital Now Mobile Test Suite","2026-08-20","broken","2026-08-20","org.capital.now.mobile.test.ExistingUserFlow.RaiseCIBILDisputeTest","Execution on Android Device (Device 2)","org.capital.now.mobile.test.ExistingUserFlow.RaiseCIBILDisputeTest","pushTestFilesToDevice"
"","0","resetAppState","Capital Now Mobile Test Suite","2026-08-26","broken","2026-08-26","org.capital.now.mobile.test.Support.ContactUsTest","Execution on Android Device (Device 1)","org.capital.now.mobile.test.Support.ContactUsTest","resetAppState"
"Verify that the user can successfully upload supported PDF, PNG and JPG attachments from the Contact Us screen.","27","CU_009 - Verify user can upload valid PDF, PNG and JPG attachments successfully","Capital Now Mobile Test Suite","2026-08-25","skipped","2026-08-25","org.capital.now.mobile.test.Support.ContactUsTest","Execution on Android Device (Device 1)","org.capital.now.mobile.test.Support.ContactUsTest","CU_009_verifyUserCanUploadValidAttachments"
"Verify user is redirected to Professional Information page when Professional Information onboarding is pending and Apply Loan CTA is clicked.","49739","SF_038 - Verify Apply Loan CTA redirects user to pending Professional Information step when onboarding is incomplete","Capital Now - Registration Suite Exclusions","2026-09-01","passed","2026-09-01","org.capital.now.mobile.test.Registration.SalariedFlow.ProfessionalInformationFieldsTest","Registration Package Execution-0","org.capital.now.mobile.test.Registration.SalariedFlow.ProfessionalInformationFieldsTest","verifyApplyLoanRedirectsToPendingPersonalInformation"
"","0","navigateToGiftCardsPage","Default Suite","2026-09-01","failed","2026-09-01","org.capital.now.mobile.test.Support.GiftCardsTest","capitalNow-0","org.capital.now.mobile.test.Support.GiftCardsTest","navigateToGiftCardsPage"
"Verify all currently available gift cards are displayed with their respective name and discount percentage.","9382","GC_002","Capital Now Mobile Test Suite","2026-08-27","passed","2026-08-27","org.capital.now.mobile.test.Support.GiftCardsTest","Execution on Android Device (Device 1)","org.capital.now.mobile.test.Support.GiftCardsTest","verifyAllGiftCardsDisplayedWithNameAndDiscount"
"Verify no search results are displayed when user enters an only special char keyworddesignation keyword that does not exist in the list.","20798","SF_033 - Verify user cannot continue with designation when user enters only special chars","Capital Now - Registration Suite Exclusions","2026-09-01","passed","2026-09-01","org.capital.now.mobile.test.Registration.SalariedFlow.ProfessionalInformationFieldsTest","Registration Package Execution-0","org.capital.now.mobile.test.Registration.SalariedFlow.ProfessionalInformationFieldsTest","SF_033_verifyNoResultsForInvalidDesignation"
"Verify that Name, Mobile Number and Email fields on the Contact Us screen are pre-populated with the registered user details.","151655","CU_002 - Verify Name, Mobile Number and Email fields are pre-populated with user details captured during registration","Capital Now Mobile Test Suite","2026-08-21","passed","2026-08-21","org.capital.now.mobile.test.Support.ContactUsTest","Execution on Android Device (Device 2)","org.capital.now.mobile.test.Support.ContactUsTest","CU_002_verifyContactUsFieldsArePrePopulatedWithUserDetails"
"","534891","CU_007 - Verify Message field accepts valid text and character counter updates correctly up to 250 characters","Capital Now Mobile Test Suite","2026-08-25","passed","2026-08-25","org.capital.now.mobile.test.Support.ContactUsTest","Execution on Android Device (Device 1)","org.capital.now.mobile.test.Support.ContactUsTest","CU_007_verifyMessageFieldCharacterCounter"
"Verify that the user can navigate from the Raise CIBIL Dispute screen to the CIBIL Dispute Ticket History screen by clicking the History button.","1033","CIBIL_015 - Verify History button navigates to the CIBIL Dispute Ticket History screen successfully","Capital Now Mobile Test Suite","2026-08-20","passed","2026-08-20","org.capital.now.mobile.test.ExistingUserFlow.RaiseCIBILDisputeTest","Execution on Android Device (Device 2)","org.capital.now.mobile.test.ExistingUserFlow.RaiseCIBILDisputeTest","verifyHistoryButtonNavigatesToTicketHistory"
"Verify Continue button remains disabled when alphabets, special characters or mixed invalid values are entered in permanent and present pincode fields.","115751","SF_014 - Verify Continue button is disabled when invalid characters are entered in pincode fields","Capital Now - Registration Suite Exclusions","2026-09-01","passed","2026-09-01","org.capital.now.mobile.test.Registration.SalariedFlow.PersonalInformationFieldsTest","Registration Package Execution-0","org.capital.now.mobile.test.Registration.SalariedFlow.PersonalInformationFieldsTest","SF_014_verifyContinueButtonDisabledForInvalidPincodeCharacters"
"Verify that the 'No loan IDs available' toast message is displayed when the user has no loan history and attempts to select a Loan ID.","899","CIBIL_004 - Verify 'No loan IDs available' toast is displayed when the user has no loan history","Capital Now Mobile Test Suite","2026-08-19","passed","2026-08-19","org.capital.now.mobile.test.ExistingUserFlow.RaiseCIBILDisputeTest","Execution on Android Device (Device 2)","org.capital.now.mobile.test.ExistingUserFlow.RaiseCIBILDisputeTest","verifyNoLoanIdsAvailableToastForUserWithNoLoanHistory"
"Verify Continue button remains disabled when alphabets, special characters or mixed invalid values are entered in office pincode field.","53853","SF_035 - Verify Office Pincode field does not accept alphabets or special characters","Capital Now - Registration Suite Exclusions","2026-09-01","passed","2026-09-01","org.capital.now.mobile.test.Registration.SalariedFlow.ProfessionalInformationFieldsTest","Registration Package Execution-0","org.capital.now.mobile.test.Registration.SalariedFlow.ProfessionalInformationFieldsTest","SF_035_verifyOfficePincodeDoesNotAcceptInvalidCharacters"
"Verify that the user can successfully submit a query after selecting a valid Query and Sub Query and entering a valid mandatory message.","198150","CU_014 - Verify user can successfully submit a query after selecting a valid Query and Subquery and entering the mandatory message/details","Capital Now Mobile Test Suite","2026-08-27","passed","2026-08-27","org.capital.now.mobile.test.Support.ContactUsTest","Execution on Android Device (Device 1)","org.capital.now.mobile.test.Support.ContactUsTest","CU_014_verifyUserCanSuccessfullySubmitQuery"
"","1685","Verify Amount to Pay is calculated correctly based on the selected gift card quantity and offered price.","Capital Now Mobile Test Suite","2026-08-31","passed","2026-08-31","org.capital.now.mobile.test.Support.GiftCardsTest","Execution on Android Device (Device 1)","org.capital.now.mobile.test.Support.GiftCardsTest","verifyAmountToPayCalculation"
"","0","navigateToContactUsPage","Surefire suite","2026-08-27","broken","2026-08-27","org.capital.now.mobile.test.Support.ContactUsTest","Surefire test","org.capital.now.mobile.test.Support.ContactUsTest","navigateToContactUsPage"
"Verify Sort option displays the available sorting criteria: Popularity, Price - Low to High, and Price - High to Low.","897","GC_004","Capital Now Mobile Test Suite","2026-08-27","passed","2026-08-27","org.capital.now.mobile.test.Support.GiftCardsTest","Execution on Android Device (Device 1)","org.capital.now.mobile.test.Support.GiftCardsTest","verifySortDropdownShowsExpectedOptions"
"Verify Select Credit Bureau dropdown displays all configured bureau options, allows multiple bureaus to be selected as tags, tags can be removed, and removed options reappear as unchecked in dropdown.","6639","CIBIL_006 - Verify Select Credit Bureau dropdown displays available options, allows multiple values to be selected and selected tags can be removed","Capital Now Mobile Test Suite","2026-08-19","passed","2026-08-19","org.capital.now.mobile.test.ExistingUserFlow.RaiseCIBILDisputeTest","Execution on Android Device (Device 2)","org.capital.now.mobile.test.ExistingUserFlow.RaiseCIBILDisputeTest","verifySelectCreditBureauAllowsMultipleSelectionsAndRemoval"
"Select a Query, select a Sub Query, then change the Query. Verify the Sub Query field resets and does not retain the previously selected Sub Query option.","1111455","CU_005 - Verify changing the selected Query refreshes the Subquery field and does not retain a Subquery that belongs to the previously selected Query","Capital Now Mobile Test Suite","2026-08-24","broken","2026-08-24","org.capital.now.mobile.test.Support.ContactUsTest","Execution on Android Device (Device 1)","org.capital.now.mobile.test.Support.ContactUsTest","CU_005_verifyChangingQueryResetsSubQueryField"
"","161823","SMK_003 - Verify personal info page and resume flow from pending state","Default Suite","2026-09-01","passed","2026-09-01","org.capital.now.mobile.test.SmokeSuite.NewUserFlowTest","capitalNow-0","org.capital.now.mobile.test.SmokeSuite.NewUserFlowTest","test03_PersonalInformation"
"Verify when user types a company name not present in existing list, the typed text appears at the bottom of results and is selectable as a new company.","21130","SF_025 - Verify user can type and select a new company name that does not exist in the list","Capital Now - Registration Suite Exclusions","2026-09-01","passed","2026-09-01","org.capital.now.mobile.test.Registration.SalariedFlow.ProfessionalInformationFieldsTest","Registration Package Execution-0","org.capital.now.mobile.test.Registration.SalariedFlow.ProfessionalInformationFieldsTest","verifyUserCanSelectNewCompanyNotInList"
"Verify selected Residence Type remains unchanged after filling all other mandatory fields on Present Address page.","31282","SF_057 - Verify selected Residence Type is retained correctly until form submission","Capital Now - Registration Suite Exclusions","2026-09-01","passed","2026-09-01","org.capital.now.mobile.test.Registration.SalariedFlow.PresentAddressFieldsTest","Registration Package Execution-0","org.capital.now.mobile.test.Registration.SalariedFlow.PresentAddressFieldsTest","verifyResidenceTypeRetainedUntilFormSubmission"
"Verify Continue button remains disabled when alphabets, special characters or mixed invalid values are entered in office pincode field.","54899","SF_035 - Verify Office Pincode field does not accept alphabets or special characters","Capital Now - Registration Suite Exclusions","2026-09-01","passed","2026-09-01","org.capital.now.mobile.test.Registration.SalariedFlow.ProfessionalInformationFieldsTest","Registration Package Execution-0","org.capital.now.mobile.test.Registration.SalariedFlow.ProfessionalInformationFieldsTest","SF_035_verifyOfficePincodeDoesNotAcceptInvalidCharacters"
"","926","SMK_004 - Verify professional details and experience step","Default Suite","2026-09-01","skipped","2026-09-01","org.capital.now.mobile.test.SmokeSuite.NewUserFlowTest","capitalNow-0","org.capital.now.mobile.test.SmokeSuite.NewUserFlowTest","test04_ProfessionalDetails"
"Verify each displayed gift card shows a valid discount percentage and the discount information is displayed correctly.","64693","GC_003","Default Suite","2026-09-01","passed","2026-09-01","org.capital.now.mobile.test.Support.GiftCardsTest","capitalNow-0","org.capital.now.mobile.test.Support.GiftCardsTest","verifyGiftCardDiscountFormatIsValid"
"","21190","Verify tapping the Remove (-) button decreases the selected gift card quantity and updates the Amount to Pay accordingly.","Default Suite","2026-09-01","passed","2026-09-01","org.capital.now.mobile.test.Support.GiftCardsTest","capitalNow-0","org.capital.now.mobile.test.Support.GiftCardsTest","verifyMinusButtonDecreasesQuantityAndAmountToPay"
"","11178","Verify Amount to Pay is calculated correctly based on the selected gift card quantity and offered price.","Default Suite","2026-09-01","passed","2026-09-01","org.capital.now.mobile.test.Support.GiftCardsTest","capitalNow-0","org.capital.now.mobile.test.Support.GiftCardsTest","verifyAmountToPayCalculation"
